waterbody_name,fish_species_present_at_waterbody,comments,special_regulations_on_waterbody,county,types_of_public_access,public_fishing_access_owner,waterbody_information,longitude,latitude,location,location_2
Schoharie Creek (Upper),Brook Trout - Brown Trout*,None,,Greene,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrschoharie.pdf,-74.40815143,42.26758599,POINT(-74.408151426 42.267585991),POINT(-74.408151426 42.267585991)
Schoharie Creek (Upper),Brook Trout - Brown Trout*,None,,Greene,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrschoharie.pdf,-74.40448665,42.2660341,POINT(-74.404486654 42.266034104),POINT(-74.404486654 42.266034104)
Schoharie Creek (Upper),Brook Trout - Brown Trout*,None,,Greene,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrschoharie.pdf,-74.32955894,42.24269769,POINT(-74.329558938 42.242697685),POINT(-74.329558938 42.242697685)
Schenevus Creek,Brook Trout - Brown Trout*,None,,Otsego,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrschenevus.pdf,-74.8415928,42.54502507,POINT(-74.8415928 42.545025068),POINT(-74.8415928 42.545025068)
Charlotte Creek,Brook Trout - Brown Trout*,None,,Otsego,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrcharlotte.pdf,-75.01357376,42.45381689,POINT(-75.013573757 42.453816886),POINT(-75.013573757 42.453816886)
Clear Creek (Arcade),Brown Trout - Rainbow Trout,None,http://www.dec.ny.gov/outdoor/31432.html,Cattaraugus,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/clearcreekarcade.pdf,-78.36634128,42.48765211,POINT(-78.36634128 42.487652105),POINT(-78.36634128 42.487652105)
Clear Creek (Arcade),Brown Trout - Rainbow Trout,None,http://www.dec.ny.gov/outdoor/31432.html,Cattaraugus,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/clearcreekarcade.pdf,-78.38392005,42.50121811,POINT(-78.383920052 42.501218114),POINT(-78.383920052 42.501218114)
Clear Creek (Arcade),Brown Trout - Rainbow Trout,None,http://www.dec.ny.gov/outdoor/31432.html,Cattaraugus,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/clearcreekarcade.pdf,-78.38801236,42.50508629,POINT(-78.388012364 42.505086293),POINT(-78.388012364 42.505086293)
Clear Creek (Arcade),Brown Trout - Rainbow Trout,None,http://www.dec.ny.gov/outdoor/31505.html,Wyoming,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/clearcreekarcade.pdf,-78.40302148,42.51972361,POINT(-78.403021484 42.519723612),POINT(-78.403021484 42.519723612)
Skinner Creek,Steelhead - Chinook Salmon,None,http://www.dec.ny.gov/outdoor/31420.html,Jefferson,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrskinnerck.pdf,-76.08436797,43.70216861,POINT(-76.084367966 43.702168605),POINT(-76.084367966 43.702168605)
Skinner Creek,Steelhead - Chinook Salmon,None,http://www.dec.ny.gov/outdoor/31420.html,Jefferson,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrskinnerck.pdf,-76.07406142,43.70579317,POINT(-76.074061415 43.705793169),POINT(-76.074061415 43.705793169)
Skinner Creek,Steelhead - Chinook Salmon,None,http://www.dec.ny.gov/outdoor/31420.html,Jefferson,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrskinnerck.pdf,-76.15941956,43.68683764,POINT(-76.15941956 43.686837638),POINT(-76.15941956 43.686837638)
Tioughnioga River,Smallmouth Bass - Northern Pike - Walleye - Carp,None,http://www.dec.ny.gov/outdoor/31439.html,Cortland,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/r7tiouripfr.pdf,-76.04481688,42.45682468,POINT(-76.044816877 42.45682468),POINT(-76.044816877 42.45682468)
Chenango River,Brown Trout,None,http://www.dec.ny.gov/outdoor/31460.html,Madison,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/outdoor/63442.html,-75.62184817,42.87605881,POINT(-75.621848174 42.876058813),POINT(-75.621848174 42.876058813)
Mill Creek,Brook Trout* - Brown Trout*,None,,Warren,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrmillckr5.pdf,-74.00759624,43.57418737,POINT(-74.007596239 43.574187372),POINT(-74.007596239 43.574187372)
North Branch Salmon River,Brook Trout*,None,,Oswego,Shore Fishing - Public Fishing Rights,Public Easement - Battle Hill State Forest (DEC),http://www.dec.ny.gov/docs/fish_marine_pdf/r7nbrsalrpfr.pdf,-75.84776892,43.58742923,POINT(-75.847768923 43.587429226),POINT(-75.847768923 43.587429226)
North Branch Salmon River,Brook Trout*,None,,Oswego,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/r7nbrsalrpfr.pdf,-75.86262277,43.60363219,POINT(-75.862622772 43.603632189),POINT(-75.862622772 43.603632189)
North Branch Salmon River,Brook Trout*,None,,Oswego,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/r7nbrsalrpfr.pdf,-75.88215116,43.61270933,POINT(-75.882151157 43.612709325),POINT(-75.882151157 43.612709325)
North Branch Salmon River,Brook Trout*,None,,Oswego,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/r7nbrsalrpfr.pdf,-75.81346381,43.54249006,POINT(-75.813463809 43.542490057),POINT(-75.813463809 43.542490057)
North Branch Saranac River,Brook Trout - Brown Trout*,None,http://www.dec.ny.gov/outdoor/31437.html,Clinton,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrnbsaranac.pdf,-73.90516096,44.58662399,POINT(-73.905160959 44.586623988),POINT(-73.905160959 44.586623988)
North Branch Saranac River,Brook Trout - Brown Trout*,None,http://www.dec.ny.gov/outdoor/31437.html,Clinton,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrnbsaranac.pdf,-73.87523845,44.59269111,POINT(-73.875238453 44.592691113),POINT(-73.875238453 44.592691113)
North Branch Saranac River,Brook Trout - Brown Trout*,None,http://www.dec.ny.gov/outdoor/31437.html,Clinton,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrnbsaranac.pdf,-73.86276418,44.59307845,POINT(-73.862764184 44.59307845),POINT(-73.862764184 44.59307845)
North Branch Saranac River,Brook Trout - Brown Trout*,None,http://www.dec.ny.gov/outdoor/31437.html,Clinton,Shore Fishing - Public Fishing Rights,Public Easement - Chazy Highlands Wild Forest (DEC),http://www.dec.ny.gov/docs/fish_marine_pdf/pfrnbsaranac.pdf,-74.01934911,44.5589567,POINT(-74.01934911 44.558956704),POINT(-74.01934911 44.558956704)
Salmon River,Brook Trout - Brown Trout*,None,,Clinton,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrsalmonrc.pdf,-73.69227869,44.5914446,POINT(-73.692278685 44.591444595),POINT(-73.692278685 44.591444595)
Otselic River,Brown Trout* - Walleye,None,http://www.dec.ny.gov/outdoor/31436.html,Chenango,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/r7otselripfr.pdf,-75.75815317,42.68039006,POINT(-75.758153169 42.680390064),POINT(-75.758153169 42.680390064)
Otselic River,Brown Trout* - Walleye,None,http://www.dec.ny.gov/outdoor/31436.html,Chenango,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/r7otselripfr.pdf,-75.73787732,42.70360728,POINT(-75.737877323 42.703607277),POINT(-75.737877323 42.703607277)
St. Regis River,Brook Trout - Brown Trout* - Rainbow Trout*,None,http://www.dec.ny.gov/outdoor/31444.html,Franklin,Shore Fishing - Public Fishing Rights,Public Easement - St. Regis River State Forest (DEC),http://www.dec.ny.gov/docs/fish_marine_pdf/pfrstregis.pdf,-74.55267927,44.68848339,POINT(-74.552679272 44.68848339),POINT(-74.552679272 44.68848339)
Ten Mile Creek,Brook Trout - Brown Trout* - Rainbow Trout,None,http://www.dec.ny.gov/outdoor/31441.html,Dutchess,Shore Fishing - Public Fishing Rights,Public Easement - Wassaic State Multiple Use Area (DEC),http://www.dec.ny.gov/docs/fish_marine_pdf/pfrtenmilewassaic.pdf,-73.56537548,41.7710241,POINT(-73.565375481 41.771024096),POINT(-73.565375481 41.771024096)
West Branch Ausable River,Brook Trout* - Brown Trout* - Rainbow Trout*,None,http://www.dec.ny.gov/outdoor/31443.html,Essex,Shore Fishing,McKenzie Mountain Wilderness (DEC),http://www.dec.ny.gov/docs/fish_marine_pdf/pfrwbausable.pdf,-73.91013699,44.32710475,POINT(-73.910136985 44.327104752),POINT(-73.910136985 44.327104752)
West Branch Ausable River,Brook Trout* - Brown Trout* - Rainbow Trout*,None,http://www.dec.ny.gov/outdoor/31443.html,Essex,Shore Fishing,McKenzie Mountain Wilderness (DEC),http://www.dec.ny.gov/docs/fish_marine_pdf/pfrwbausable.pdf,-73.90520282,44.33091571,POINT(-73.905202823 44.330915714),POINT(-73.905202823 44.330915714)
West Branch Ausable River,Brook Trout* - Brown Trout* - Rainbow Trout*,None,http://www.dec.ny.gov/outdoor/31443.html,Essex,Shore Fishing,McKenzie Mountain Wilderness (DEC),http://www.dec.ny.gov/docs/fish_marine_pdf/pfrwbausable.pdf,-73.90006694,44.33523212,POINT(-73.90006694 44.335232119),POINT(-73.90006694 44.335232119)
West Branch Ausable River,Brook Trout* - Brown Trout* - Rainbow Trout*,None,http://www.dec.ny.gov/outdoor/31443.html,Essex,Shore Fishing,Saranac Lake Wild Forest (DEC),http://www.dec.ny.gov/docs/fish_marine_pdf/pfrwbausable.pdf,-73.92045707,44.30379053,POINT(-73.920457074 44.303790534),POINT(-73.920457074 44.303790534)
West Branch Ausable River,Brook Trout* - Brown Trout* - Rainbow Trout*,None,http://www.dec.ny.gov/outdoor/31443.html,Essex,Shore Fishing,Saranac Lake Wild Forest (DEC),http://www.dec.ny.gov/docs/fish_marine_pdf/pfrwbausable.pdf,-73.92577567,44.30149535,POINT(-73.925775674 44.30149535),POINT(-73.925775674 44.30149535)
West Branch Ausable River,Brook Trout* - Brown Trout* - Rainbow Trout*,None,http://www.dec.ny.gov/outdoor/31443.html,Essex,Shore Fishing,Saranac Lake Wild Forest (DEC),http://www.dec.ny.gov/docs/fish_marine_pdf/pfrwbausable.pdf,-73.93042032,44.30025419,POINT(-73.930420323 44.300254186),POINT(-73.930420323 44.300254186)
West Branch Ausable River,Brook Trout* - Brown Trout* - Rainbow Trout*,None,http://www.dec.ny.gov/outdoor/31443.html,Essex,Shore Fishing,Saranac Lake Wild Forest (DEC),http://www.dec.ny.gov/docs/fish_marine_pdf/pfrwbausable.pdf,-73.9325319,44.28664273,POINT(-73.932531901 44.286642726),POINT(-73.932531901 44.286642726)
Wiscoy Creek,Brook Trout - Brown Trout,None,http://www.dec.ny.gov/outdoor/31505.html,Wyoming,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/wiscoy.pdf,-78.11892773,42.52771186,POINT(-78.118927734 42.527711863),POINT(-78.118927734 42.527711863)
East Branch Delaware River (Lower),Brook Trout - Brown Trout* - Rainbow Trout,None,http://www.dec.ny.gov/outdoor/31440.html,Delaware,Shore Fishing - Public Fishing Rights,Public Easement - Tomannex State Forest (DEC),http://www.dec.ny.gov/docs/fish_marine_pdf/pfreastbranch.pdf,-75.09671235,42.02147518,POINT(-75.096712351 42.021475182),POINT(-75.096712351 42.021475182)
East Branch Delaware River (Lower),Brook Trout - Brown Trout* - Rainbow Trout,None,http://www.dec.ny.gov/outdoor/31440.html,Delaware,Shore Fishing - Public Fishing Rights,Public Easement - Tomannex State Forest (DEC),http://www.dec.ny.gov/docs/fish_marine_pdf/pfreastbranch.pdf,-75.10266739,42.01791063,POINT(-75.102667392 42.017910634),POINT(-75.102667392 42.017910634)
East Branch Delaware River (Lower),Brook Trout - Brown Trout* - Rainbow Trout,None,http://www.dec.ny.gov/outdoor/31440.html,Delaware,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfreastbranch.pdf,-75.00870828,42.07061693,POINT(-75.008708281 42.07061693),POINT(-75.008708281 42.07061693)
East Branch Delaware River (Lower),Brook Trout - Brown Trout* - Rainbow Trout,None,http://www.dec.ny.gov/outdoor/31440.html,Delaware,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfreastbranch.pdf,-75.03278258,42.03291902,POINT(-75.032782581 42.032919022),POINT(-75.032782581 42.032919022)
East Branch Delaware River (Lower),Brook Trout - Brown Trout* - Rainbow Trout,None,http://www.dec.ny.gov/outdoor/31440.html,Delaware,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfreastbranch.pdf,-75.05892199,42.03438718,POINT(-75.058921993 42.034387183),POINT(-75.058921993 42.034387183)
East Branch Delaware River (Lower),Brook Trout - Brown Trout* - Rainbow Trout,None,http://www.dec.ny.gov/outdoor/31440.html,Delaware,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfreastbranch.pdf,-75.06646083,42.03492062,POINT(-75.066460829 42.034920624),POINT(-75.066460829 42.034920624)
East Branch Delaware River (Lower),Brook Trout - Brown Trout* - Rainbow Trout,None,http://www.dec.ny.gov/outdoor/31440.html,Delaware,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfreastbranch.pdf,-75.16055869,41.99438247,POINT(-75.160558694 41.994382469),POINT(-75.160558694 41.994382469)
East Branch Delaware River (Lower),Brook Trout - Brown Trout* - Rainbow Trout,None,http://www.dec.ny.gov/outdoor/31440.html,Delaware,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfreastbranch.pdf,-75.13077753,41.99466732,POINT(-75.130777533 41.994667315),POINT(-75.130777533 41.994667315)
East Branch Delaware River (Lower),Brook Trout - Brown Trout* - Rainbow Trout - Smallmouth Bass - Walleye,None,http://www.dec.ny.gov/outdoor/31440.html,Delaware,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfreastbranch.pdf,-75.27756285,41.9536112,POINT(-75.277562847 41.953611195),POINT(-75.277562847 41.953611195)
Esopus Creek,Brook Trout - Brown Trout* - Rainbow Trout,None,http://www.dec.ny.gov/outdoor/31500.html,Ulster,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfresopusck.pdf,-74.41991729,42.11729809,POINT(-74.419917292 42.117298093),POINT(-74.419917292 42.117298093)
Esopus Creek,Brook Trout - Brown Trout* - Rainbow Trout,None,http://www.dec.ny.gov/outdoor/31500.html,Ulster,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfresopusck.pdf,-74.40198686,42.11905565,POINT(-74.40198686 42.119055648),POINT(-74.40198686 42.119055648)
Black River,Brown Trout* - Steelhead* - Coho Salmon - Chinook Salmon* - Smallmouth Bass - Sunfish - Yellow Perch - Northern Pike - Chain Pickerel - Walleye - Carp - Channel Catfish,None,http://www.dec.ny.gov/outdoor/31420.html,Jefferson,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/outdoor/23890.html,-75.92431464,43.98583317,POINT(-75.92431464 43.985833174),POINT(-75.92431464 43.985833174)
Chittenango Creek,Brown Trout*,None,http://www.dec.ny.gov/outdoor/31460.html,Madison,Shore Fishing - Public Fishing Rights,Public Easement - Cittenango Falls State Park,http://www.dec.ny.gov/outdoor/71484.html,-75.83698442,42.96923117,POINT(-75.836984415 42.969231168),POINT(-75.836984415 42.969231168)
Genesee River (Upper),Brown Trout* - Rainbow Trout* - Smallmouth Bass,None,http://www.dec.ny.gov/outdoor/31494.html,Allegany,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/geneseeriver.pdf,-77.90494966,42.02441324,POINT(-77.90494966 42.02441324),POINT(-77.90494966 42.02441324)
Genesee River (Lower),Brown Trout - Steelhead* - Coho Salmon* - Chinook Salmon* - Walleye - Carp,None,http://www.dec.ny.gov/outdoor/31420.html,Monroe,Shore Fishing,DEC,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrgeneseriv.pdf,-77.60393768,43.255331,POINT(-77.603937679 43.255331002),POINT(-77.603937679 43.255331002)
Indian River,Smallmouth Bass - Largemouth Bass - Sunfish - Yellow Perch - Crappie - Northern Pike - Walleye - Carp - Channel Catfish,None,http://www.dec.ny.gov/outdoor/31493.html,Jefferson,Shore Fishing - Boat Launch (Trailer Unimproved),Indian River State Wildlife Management Area (DEC),http://www.dec.ny.gov/outdoor/23866.html,-75.65152308,44.36811029,POINT(-75.651523083 44.368110291),POINT(-75.651523083 44.368110291)
Naples Creek,Brook Trout - Brown Trout - Rainbow Trout,None,http://www.dec.ny.gov/outdoor/31417.html,Ontario,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrnaplesck.pdf,-77.42172715,42.6030444,POINT(-77.421727147 42.603044395),POINT(-77.421727147 42.603044395)
Naples Creek,Brook Trout - Brown Trout - Rainbow Trout,None,http://www.dec.ny.gov/outdoor/31417.html,Ontario,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrnaplesck.pdf,-77.45299138,42.59426543,POINT(-77.452991382 42.594265434),POINT(-77.452991382 42.594265434)
Naples Creek,Brook Trout - Brown Trout - Rainbow Trout,None,http://www.dec.ny.gov/outdoor/31417.html,Ontario,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrnaplesck.pdf,-77.37787658,42.64205235,POINT(-77.377876579 42.642052345),POINT(-77.377876579 42.642052345)
Sandy Creek,Brown Trout* - Steelhead - Coho Salmon - Chinook Salmon,None,http://www.dec.ny.gov/outdoor/31420.html,Jefferson,Shore Fishing - Public Fishing Rights,Public Easement - Lakeview Wildlife Management Area (DEC),http://www.dec.ny.gov/docs/fish_marine_pdf/pfrsandyckr6.pdf,-76.17138153,43.75095184,POINT(-76.171381533 43.750951839),POINT(-76.171381533 43.750951839)
Wallkill River,Smallmouth Bass - Walleye - Carp,Electric Motors Only.,http://www.dec.ny.gov/outdoor/31500.html,Ulster,Boat Launch (Hand Launch),DEC,http://www.dec.ny.gov/outdoor/58866.html,-74.09461336,41.75269116,POINT(-74.094613359 41.752691163),POINT(-74.094613359 41.752691163)
Connetquot River,Brook Trout* - Brown Trout* - Rainbow Trout*,None,http://www.dec.ny.gov/outdoor/31495.html,Suffolk,Shore Fishing,DEC,,-73.15091644,40.74755307,POINT(-73.15091644 40.747553066),POINT(-73.15091644 40.747553066)
Connetquot River,Brook Trout* - Brown Trout* - Rainbow Trout*,None,http://www.dec.ny.gov/outdoor/31495.html,Suffolk,Shore Fishing,DEC,,-73.14537519,40.74768393,POINT(-73.145375194 40.747683934),POINT(-73.145375194 40.747683934)
